"location","sex","Parent_cause","year","age","cause","cause_outline","Deaths","lower","upper","level","Percent_DALYs","Percent_Deaths","Percent_YLD","Percent_YLL"
"West Sussex","Both","Cardiovascular Diseases",2017,"All Ages","Endocarditis","B.2.10",26.1277909375813,19.8183533149189,30.7688625273095,"3",0.00138715366567322,0.00275702707623589,0.0000947733193771,0.00264653509799048
"West Sussex","Female","Neoplasms",2017,"All Ages","Liver Cancer","B.1.7",26.0824025738177,20.2769236679387,31.1972694916193,"3",0.0031677455195306,0.00522771751604688,0.00011422447153,0.00673096595209868
"West Sussex","Female","Neoplasms",2017,"All Ages","Kidney Cancer","B.1.20",26.0710966296272,20.7383588552968,30.2235703566539,"3",0.00334798328495167,0.00522477931136694,0.000277748290196,0.00693233534069434
"West Sussex","Male","Stroke",2017,"All Ages","Subarachnoid Hemorrhage","B.2.3.3",26.0497794290323,22.1839826518288,29.9418274522071,"4",0.00447334025703076,0.00580269497309509,0.00163852783106,0.00677389892750374
"West Sussex","Both","Neurological Disorders",2017,"All Ages","Other Neurological Disorders","B.5.7",25.9579906233233,20.6767549756937,28.9424579284004,"3",0.00296483181481754,0.00273839099047176,0.00134598381537,0.00454529248243051
"West Sussex","Female","Leukemia",2017,"All Ages","Acute Myeloid Leukemia","B.1.28.3",25.4737164017207,19.0687429035353,29.2512510407367,"4",0.00351218520714584,0.00510463548207475,0.000114178997655,0.00747832559442856
"West Sussex","Both","Neoplasms",2017,"All Ages","Lip And Oral Cavity Cancer","B.1.1",25.2820976816653,23.252531540235,27.5952272465024,"3",0.00204362925339325,0.00266737069772939,0.000303078047413,0.00374039639293509
"West Sussex","Female","Upper Digestive System Diseases",2017,"All Ages","Peptic Ulcer Disease","B.4.2.1",25.196638769874,21.8630518367712,29.002848673389,"4",0.0022872312362706,0.0050513026120292,0.000394539412192,0.00449749677803305
"West Sussex","Male","Neoplasms",2017,"All Ages","Malignant Skin Melanoma","B.1.12",25.0527859670235,8.22013594310814,33.1479599589458,"3",0.00501628100382852,0.00558053180422817,0.00162935917489,0.00776707793274904
"West Sussex","Male","Digestive Diseases",2017,"All Ages","Upper Digestive System Diseases","B.4.2",24.3925389495148,21.2434520080684,28.2036520038611,"3",0.00824212609127822,0.00543365467563686,0.0119242310245,0.00524495212663576
"West Sussex","Both","Liver Cancer",2017,"All Ages","Liver Cancer Due To Hepatitis C","B.1.7.2",24.1217839341958,19.1701886501714,28.6356764980621,"4",0.00146822543118648,0.0025446905302879,0.0000610557352876,0.00283929574468399
"West Sussex","Both","Leukemia",2017,"All Ages","Chronic Lymphoid Leukemia","B.1.28.2",23.6454511117324,20.7252178425016,27.0048694396365,"4",0.00146721636671362,0.002494698694576,0.000688907900926,0.00222667217875967
"West Sussex","Both","Liver Cancer",2017,"All Ages","Liver Cancer Due To Alcohol Use","B.1.7.3",23.3503640722293,18.4553111255597,28.207654773777,"4",0.00166009652299173,0.00246321161880535,0.0000636679758468,0.00321455959880152
"West Sussex","Female","Non-communicable Diseases",2017,"All Ages","Skin And Subcutaneous Diseases","B.9",23.2949508140497,8.06488068207517,41.0378494882118,"2",0.0310905788834126,0.00467092185220107,0.0543301133035,0.00394402969909786
"West Sussex","Both","Digestive Diseases",2017,"All Ages","Inflammatory Bowel Disease","B.4.6",23.2823217381226,15.5999039248348,27.1772353247815,"3",0.00424057591115341,0.00245673022170505,0.00628271513609,0.00224277132324409
"West Sussex","Female","Neoplasms",2017,"All Ages","Cervical Cancer","B.1.15",23.0476756956463,20.5226729958314,25.8130096571885,"3",0.00397123935265293,0.00461935572132902,0.000391740574683,0.00814916196513927
"West Sussex","Both","Neoplasms",2017,"All Ages","Cervical Cancer","B.1.15",23.0476756956463,20.5226729958314,25.8130096571885,"3",0.00200961907660843,0.00243144095024692,0.000216376582285,0.00375748562936962
"West Sussex","Male","Upper Digestive System Diseases",2017,"All Ages","Peptic Ulcer Disease","B.4.2.1",22.3549551850239,19.3504425261153,25.7614345826442,"4",0.00277998086543555,0.00497977448525294,0.00041503905142,0.00469778549948189
"West Sussex","Both","Cardiomyopathy And Myocarditis",2017,"All Ages","Myocarditis","B.2.6.1",22.1816722652093,11.3677899760675,29.4948132178991,"4",0.00108031854708237,0.0023407531625983,0.000201251391248,0.00193797729999331
"West Sussex","Male","Digestive Diseases",2017,"All Ages","Other Digestive Diseases","B.4.10",22.1295275248263,19.1170163133198,26.2336883625414,"3",0.00286829552477603,0.00492949728601032,0.00124499368032,0.00418378156348214
"West Sussex","Female","Cardiovascular Diseases",2017,"All Ages","Peripheral Artery Disease","B.2.9",21.8411313960857,6.5788698715925,46.3349677333388,"3",0.00180178027237717,0.00437760077672769,0.000705776950713,0.00308586722328779
"West Sussex","Male","Neurological Disorders",2017,"All Ages","Motor Neuron Disease","B.5.5",21.8289219845064,18.4883405137892,25.0957819086601,"3",0.00354942072714978,0.00486096315167303,0.000281433136679,0.0061978890851002
"West Sussex","Female","Injuries",2017,"All Ages","Self-harm And Interpersonal Violence","C.3",21.3186712289888,19.0424805135964,23.7912639500924,"2",0.0078509110634272,0.00427188435851924,0.00304437500364,0.0134682669352834
"West Sussex","Both","Cardiovascular Diseases",2017,"All Ages","Rheumatic Heart Disease","B.2.1",21.0982245896342,19.3414138760334,23.0575716231515,"3",0.0010396213120346,0.00222608470077446,0.000035602099128,0.0020182736851484
"West Sussex","Female","Digestive Diseases",2017,"All Ages","Gallbladder And Biliary Diseases","B.4.8",21.0151107050734,17.1036092987703,24.4600457102409,"3",0.00155083728836221,0.00421250142463099,0.0000477664406992,0.00330640440083375
"West Sussex","Both","Road Injuries",2017,"All Ages","Motor Vehicle Road Injuries","C.1.1.4",20.9763235470263,18.923572211436,23.0335391801672,"4",0.00465414005490832,0.00221291243534367,0.00325544419434,0.00601411896911762
"West Sussex","Both","Non-melanoma Skin Cancer",2017,"All Ages","Non-melanoma Skin Cancer (squamous-cell Carcinoma)","B.1.13.1",20.9393914038521,19.1816629469097,22.8956159860465,"4",0.0011280480801324,0.00220937651403021,0.000176965537754,0.00205499914864241
"West Sussex","Both","Neoplasms",2017,"All Ages","Non-melanoma Skin Cancer","B.1.13",20.9393914038521,19.1816629469097,22.8956159860465,"3",0.00113146467955887,0.00220937651403021,0.000183897626179,0.00205499914864241
"West Sussex","Female","Cirrhosis And Other Chronic Liver Diseases",2017,"All Ages","Cirrhosis And Other Chronic Liver Diseases Due To Other Causes","B.4.1.5",20.8626439550326,18.1746348560962,24.026697531588,"4",0.00325559096190438,0.00418083167390612,0.000490004836204,0.0064831854008576
"West Sussex","Both","Neurological Disorders",2017,"All Ages","Multiple Sclerosis","B.5.4",20.8468128874831,10.8672511269595,25.3156524394533,"3",0.00329267017230081,0.00219924445815581,0.00246655085685,0.00410322406788939
"West Sussex","Female","Neoplasms",2017,"All Ages","Other Neoplasms","B.1.30",20.6124884355686,9.23363968846624,30.8865624859953,"3",0.00217338845630151,0.00413456113781311,0.0000950611404476,0.00460260658898777
"West Sussex","Female","Other Neoplasms",2017,"All Ages","Myelodysplastic, Myeloproliferative, And Other Hematopoietic Neoplasms","B.1.30.1",20.461405558783,9.1731500600198,30.7269670597317,"4",0.00211325171273028,0.0041042717852881,0.0000950611404476,0.00447221299701567
"West Sussex","Male","Substance Use Disorders",2017,"All Ages","Drug Use Disorders","B.7.2",20.4604805494646,17.6473604121783,23.8248162309012,"3",0.0210697161776775,0.00455614194638485,0.0296584343836,0.0141745717287391
"West Sussex","Male","Cirrhosis And Other Chronic Liver Diseases",2017,"All Ages","Cirrhosis And Other Chronic Liver Diseases Due To Other Causes","B.4.1.5",20.2541776296069,17.528023934407,23.4334977527237,"4",0.00367986728262775,0.00451106268121501,0.000638896284505,0.00614452082552079
"West Sussex","Female","Skin And Subcutaneous Diseases",2017,"All Ages","Bacterial Skin Diseases","B.9.3",20.0158168254876,5.74498457542225,31.5654162255069,"3",0.00182033126966878,0.00401337370361681,0.000443626174172,0.00342976327665695
"West Sussex","Female","Self-harm And Interpersonal Violence",2017,"All Ages","Self-harm","C.3.1",19.9643452973614,17.7647958974033,22.3311525600351,"3",0.00652608175448787,0.00400050864269101,0.00139626352324,0.0125111680526302
"West Sussex","Female","Self-harm",2017,"All Ages","Self-harm By Other Specified Means","C.3.1.2",19.8003222397275,17.6133017057553,22.1573145075285,"4",0.00648651747906962,0.0039676357214226,0.00139464900399,0.0124272973865607
"West Sussex","Male","Non-communicable Diseases",2017,"All Ages","Musculoskeletal Disorders","B.11",19.4799146337613,16.7505805573825,22.183763819506,"2",0.0994496083175318,0.00433957835613344,0.21743517666,0.00366862662417493
"West Sussex","Male","Neoplasms",2017,"All Ages","Other Neoplasms","B.1.30",18.9758671723728,5.62046951951168,30.7145848648715,"3",0.00244472175827229,0.00423117206001983,0.000450361264959,0.00406600596765745
"West Sussex","Male","Other Neoplasms",2017,"All Ages","Myelodysplastic, Myeloproliferative, And Other Hematopoietic Neoplasms","B.1.30.1",18.8779646984613,5.56169586477113,30.5754108902871,"4",0.00240319179034562,0.00420935149538141,0.000450361264959,0.00399072041452178
"West Sussex","Both","Chronic Respiratory Diseases",2017,"All Ages","Asthma","B.3.3",18.5197348043451,16.2374590544672,21.1656958597521,"3",0.0127734838049235,0.00195394839023569,0.0236852607339,0.00209470920036999
"West Sussex","Female","Neurological Disorders",2017,"All Ages","Motor Neuron Disease","B.5.5",18.3553968652234,15.0119759016966,21.4640780447225,"3",0.0027337977816725,0.00367831664334385,0.000164228193173,0.00573134843802062
"West Sussex","Male","Chronic Kidney Disease",2017,"All Ages","Chronic Kidney Disease Due To Other And Unspecified Causes","B.8.2.5",18.1847117051989,14.4255238278336,21.9305145436768,"4",0.00297431683089745,0.00405028289359371,0.00274890701853,0.00316200502371664
"West Sussex","Male","Digestive Diseases",2017,"All Ages","Paralytic Ileus And Intestinal Obstruction","B.4.4",17.9312254996265,13.8023484674989,23.2842418615381,"3",0.00177291025876458,0.00399536279814542,0.0000436396389861,0.00317572485026959
"West Sussex","Both","Unintentional Injuries",2017,"All Ages","Adverse Effects Of Medical Treatment","C.2.6",17.7316046474899,15.468914007222,20.3006106064028,"3",0.00113682281901578,0.0018708859963585,0.000184790988804,0.00206444630157389
"West Sussex","Both","Communicable, Maternal, Neonatal, And Nutritional Diseases",2017,"All Ages","Enteric Infections","A.3",17.667514465506,15.0634874876681,20.4911199916945,"2",0.00295418222666071,0.00186406176240602,0.00450747825021,0.00143311538868846
"West Sussex","Male","Substance Use Disorders",2017,"All Ages","Alcohol Use Disorders","B.7.1",17.6253822793272,14.9952525842879,20.8532408819255,"3",0.012152335099079,0.00392445341617567,0.015266915696,0.00961189288189294
"West Sussex","Both","Leukemia",2017,"All Ages","Other Leukemia","B.1.28.5",17.5631425723176,14.95555569024,20.2995370770033,"4",0.00104212540287407,0.00185306094607853,0.000126478009014,0.00193495959236368
"West Sussex","Female","Non-communicable Diseases",2017,"All Ages","Substance Use Disorders","B.7",17.3736844285616,12.9906995920063,20.115274921253,"2",0.0150751149255554,0.00348074040989646,0.0180435800882,0.0116254770909655
"West Sussex","Male","Liver Cancer",2017,"All Ages","Liver Cancer Due To Alcohol Use","B.1.7.3",17.3135661166685,13.0759086492889,21.3603370879161,"4",0.00256319272476774,0.00385490239123961,0.000109261230233,0.00454971429475286
"West Sussex","Both","Digestive Diseases",2017,"All Ages","Pancreatitis","B.4.9",17.2904774586216,15.2031870082693,21.4018828537755,"3",0.00164045692431539,0.00182404327840694,0.000887710775482,0.00237249071702346
"West Sussex","Female","Chronic Kidney Disease",2017,"All Ages","Chronic Kidney Disease Due To Other And Unspecified Causes","B.8.2.5",17.1696542794984,13.3466734665183,21.2190274843206,"4",0.00344927027385688,0.0034417397321714,0.00391315562222,0.00291180437461022
"West Sussex","Both","Other Non-communicable Diseases",2017,"All Ages","Congenital Birth Defects","B.12.1",17.1368699432392,13.9109359631687,19.6528714113539,"3",0.0103542274553628,0.00180861117438307,0.0122481643015,0.00849674577150226
"West Sussex","Female","Neoplasms",2017,"All Ages","Gallbladder And Biliary Tract Cancer","B.1.8",17.1263157271464,15.1194048146742,19.416894750636,"3",0.0018829992833316,0.00343275337997265,0.0000802056451949,0.00398694625174647
"West Sussex","Both","Enteric Infections",2017,"All Ages","Diarrheal Diseases","A.3.1",17.0759049739089,14.4238174073339,19.9475453583736,"3",0.00289376382984072,0.00180162131653993,0.00450706784918,0.00131428593914518
"West Sussex","Both","Chronic Kidney Disease",2017,"All Ages","Chronic Kidney Disease Due To Diabetes Mellitus Type 2","B.8.2.2",16.7616789848696,12.64494587336,21.2556758907848,"4",0.00141833987426398,0.00176872655186699,0.00153091991198,0.00131116607531253
"West Sussex","Female","Cardiomyopathy And Myocarditis",2017,"All Ages","Myocarditis","B.2.6.1",16.6890488623504,6.36770935002791,23.6537044196591,"4",0.00138442694046835,0.00334645780852974,0.000244589479889,0.00271616751924906
"West Sussex","Both","Digestive Diseases",2017,"All Ages","Inguinal, Femoral, And Abdominal Hernia","B.4.5",16.6105185309959,13.9205716162653,23.0852992134756,"3",0.00193667471478474,0.0017525068945663,0.0025177777691,0.0013697018024608
"West Sussex","Female","Cirrhosis And Other Chronic Liver Diseases",2017,"All Ages","Cirrhosis And Other Chronic Liver Diseases Due To Alcohol Use","B.4.1.3",16.5500300741646,14.3156964138708,18.904446859307,"4",0.00367852287883605,0.00331633068776293,0.000495920900827,0.00739212255656607
"West Sussex","Both","Bacterial Skin Diseases",2017,"All Ages","Cellulitis","B.9.3.1",16.2784308320307,4.50661570939111,22.8472137875557,"4",0.000972494160525077,0.00171836637002383,0.000417742480756,0.00151491420620109
"West Sussex","Both","Communicable, Maternal, Neonatal, And Nutritional Diseases",2017,"All Ages","Other Infectious Diseases","A.5",16.2494721261914,13.1844725465579,17.8714581579206,"2",0.00230805390381025,0.00171438033241397,0.00139670248955,0.00319457878336419
"West Sussex","Both","Chronic Kidney Disease",2017,"All Ages","Chronic Kidney Disease Due To Glomerulonephritis","B.8.2.4",16.1667845409659,12.6210511162007,20.7825064685006,"4",0.00115211321779707,0.00170578637014304,0.000859119959777,0.00143930204059474
"West Sussex","Female","Other Non-communicable Diseases",2017,"All Ages","Endocrine, Metabolic, Blood, And Immune Disorders","B.12.5",15.9779361671705,12.777653462153,25.4465629348247,"3",0.00388214501691801,0.00320218934372377,0.00250307724162,0.00548521994687185
"West Sussex","Male","Non-melanoma Skin Cancer",2017,"All Ages","Non-melanoma Skin Cancer (squamous-cell Carcinoma)","B.1.13.1",15.4744316718851,13.7904501702935,17.247300092251,"4",0.00180618822367425,0.00344680799687498,0.000282867172623,0.00304094979357952
"West Sussex","Male","Neoplasms",2017,"All Ages","Non-melanoma Skin Cancer","B.1.13",15.4744316718851,13.7904501702935,17.247300092251,"3",0.00180988178532313,0.00344680799687498,0.000291121006816,0.00304094979357952
"West Sussex","Male","Musculoskeletal Disorders",2017,"All Ages","Other Musculoskeletal Disorders","B.11.6",15.3800849093327,12.6398466768233,17.7072544163264,"3",0.0124793392540857,0.00342631741877122,0.0244266213474,0.00279936507278518
"West Sussex","Female","Digestive Diseases",2017,"All Ages","Inflammatory Bowel Disease","B.4.6",15.3691784249659,9.5338169676741,18.7601400364077,"3",0.00441383511216293,0.00308078002250346,0.00565761492567,0.00295348073643055
"West Sussex","Both","Drug Use Disorders",2017,"All Ages","Opioid Use Disorders","B.7.2.1",15.1580690125914,13.2626705271028,17.4702961100002,"4",0.00824420771164701,0.00159921116613836,0.0110820011124,0.00551878053573366
"West Sussex","Both","Communicable, Maternal, Neonatal, And Nutritional Diseases",2017,"All Ages","Maternal And Neonatal Disorders","A.6",15.1304747309944,12.0855150420588,18.592195544388,"2",0.0161960694798522,0.00159755455092132,0.0223390929308,0.0103385967591883
"West Sussex","Both","Maternal And Neonatal Disorders",2017,"All Ages","Neonatal Disorders","A.6.2",14.5673410840199,11.5218845417831,17.9936011895569,"3",0.0159571252959672,0.00153816071248842,0.0221002898804,0.0100998112459404
"West Sussex","Male","Digestive Diseases",2017,"All Ages","Vascular Intestinal Disorders","B.4.7",14.4509604658197,12.387038364493,16.7949823728941,"3",0.00165913121722927,0.00321865087239296,0.0000803483742858,0.00293896739278687
"West Sussex","Male","Neoplasms",2017,"All Ages","Lip And Oral Cavity Cancer","B.1.1",14.3866255149671,12.7325511674545,16.2342528854617,"3",0.00257095555976956,0.00320434661268173,0.000382609232488,0.00434530592578664
"West Sussex","Male","Neurological Disorders",2017,"All Ages","Other Neurological Disorders","B.5.7",14.3535321782909,12.188326365933,16.5645263472407,"3",0.00327300506569337,0.00319710572712734,0.00130573944354,0.00487004789915486
"West Sussex","Both","Musculoskeletal Disorders",2017,"All Ages","Rheumatoid Arthritis","B.11.1",14.3223317603762,11.8202995817292,25.8397496742837,"3",0.0040577057483369,0.0015110940629306,0.00674318237245,0.00144000608239773
"West Sussex","Male","Digestive Diseases",2017,"All Ages","Gallbladder And Biliary Diseases","B.4.8",14.2560554031712,12.1246910763893,16.5963611190429,"3",0.00135132280965187,0.00317564320256661,0.0000300580219173,0.00242278556767546
"West Sussex","Male","Road Injuries",2017,"All Ages","Motor Vehicle Road Injuries","C.1.1.4",14.1385522071604,12.2155554912123,16.002782638762,"4",0.00601889078759103,0.00314857374323737,0.00332371197387,0.00819958614021364
"West Sussex","Female","Cardiovascular Diseases",2017,"All Ages","Endocarditis","B.2.10",14.137189438253,7.67909035298282,18.2261664363821,"3",0.0012392093614974,0.00283434026856191,0.0000875559767317,0.00258281931023173
"West Sussex","Male","Cardiovascular Diseases",2017,"All Ages","Peripheral Artery Disease","B.2.9",14.1229467167651,6.14357087148703,25.5606686005755,"3",0.00182833445158524,0.00314640201142054,0.00112947971717,0.00239576071384987
"West Sussex","Female","Chronic Kidney Disease",2017,"All Ages","Chronic Kidney Disease Due To Hypertension","B.8.2.3",13.9626808729656,10.469864375241,17.8310141641955,"4",0.00159015307055251,0.00279947970368872,0.00143854302844,0.00176887677452391
"West Sussex","Female","Neurological Disorders",2017,"All Ages","Multiple Sclerosis","B.5.4",13.8977770021358,6.89998445452035,17.2507806568475,"3",0.0044003394872498,0.0027852253155062,0.0032003962232,0.00580767735642436
"West Sussex","Both","Bacterial Skin Diseases",2017,"All Ages","Pyoderma","B.9.3.2",13.8822440321889,6.84028499051921,25.7068579987447,"4",0.000608320701566756,0.00146506605724853,0.0000638518254471,0.00113980470843949
"West Sussex","Both","Unintentional Injuries",2017,"All Ages","Foreign Body","C.2.8",13.4239450945909,12.3211428926034,14.5142801616874,"3",0.00148548542946477,0.00141640700713471,0.000747904903483,0.00220386522152337
"West Sussex","Both","Non-rheumatic Valvular Heart Disease",2017,"All Ages","Non-rheumatic Degenerative Mitral Valve Disease","B.2.5.2",13.2439053609222,10.2193142743003,22.242811531347,"4",0.000804563862256538,0.00139703010340631,0.000491021884184,0.00110932400460395
"West Sussex","Female","Chronic Respiratory Diseases",2017,"All Ages","Asthma","B.3.3",13.1675361731126,11.1015345579471,15.5952608925192,"3",0.0148310426441642,0.00263937800271724,0.0250022479157,0.00290716746030701
"West Sussex","Both","Foreign Body",2017,"All Ages","Pulmonary Aspiration And Foreign Body In Airway","C.2.8.1",13.1377672941995,12.0672915109386,14.2153252532361,"4",0.00115878079726491,0.00138620663658452,0.000160395983927,0.00213195153754704
"West Sussex","Female","Cardiovascular Diseases",2017,"All Ages","Rheumatic Heart Disease","B.2.1",12.9783704500058,11.3809394673807,14.6167029833614,"3",0.00116416418775698,0.00260130803004417,0.0000386552608183,0.00247770052913594
"West Sussex","Female","Liver Cancer",2017,"All Ages","Liver Cancer Due To Hepatitis C","B.1.7.2",12.973927812916,9.85915636783417,15.662756814077,"4",0.00143797587264456,0.002600485847405,0.0000550145149033,0.00305185036610829
"West Sussex","Both","Neurological Disorders",2017,"All Ages","Epilepsy","B.5.3",12.9246958808217,11.7039205159213,14.1176063789246,"3",0.00432300180609718,0.00136355397817684,0.00548592402954,0.0031963108397203
"West Sussex","Male","Leukemia",2017,"All Ages","Chronic Lymphoid Leukemia","B.1.28.2",12.5160949555042,10.5041393779717,15.1844383375208,"4",0.00175650281166736,0.00278748504406238,0.000937819746118,0.00242163416944976
"West Sussex","Male","Neoplasms",2017,"All Ages","Gallbladder And Biliary Tract Cancer","B.1.8",12.3651112277219,10.6887200469929,14.6834845435913,"3",0.00157315685542626,0.00275423960711757,0.0000811049708979,0.00278305978561189
"West Sussex","Male","Chronic Kidney Disease",2017,"All Ages","Chronic Kidney Disease Due To Hypertension","B.8.2.3",12.3276388961355,9.462239793858,15.8082027825822,"4",0.00158679997340466,0.00274676010374811,0.00153557454706,0.00163085278289168
"West Sussex","Both","Drug Use Disorders",2017,"All Ages","Other Drug Use Disorders","B.7.2.5",12.2940700154016,10.6878428274511,14.0661989900612,"4",0.00385204247536315,0.00129700696913633,0.00348267210313,0.00421303690495527
"West Sussex","Both","Cirrhosis And Other Chronic Liver Diseases",2017,"All Ages","Cirrhosis Due To Nash","B.4.1.4",12.2230312433008,10.3309308861735,14.2215345028979,"4",0.00134442576771486,0.00128939737499323,0.000181585968097,0.00247844189144002
"West Sussex","Both","Neoplasms",2017,"All Ages","Other Pharynx Cancer","B.1.3",12.1740616355511,10.9426857537877,13.4825450756586,"3",0.00117268694090151,0.00128438838977709,0.000129548627164,0.00218946273308687
"West Sussex","Male","Other Non-communicable Diseases",2017,"All Ages","Endocrine, Metabolic, Blood, And Immune Disorders","B.12.5",12.0640569568327,10.1002629671332,17.6832509760898,"3",0.00357628344206278,0.00268652773904784,0.00231475649526,0.00459600148833195
"West Sussex","Both","Cardiomyopathy And Myocarditis",2017,"All Ages","Alcoholic Cardiomyopathy","B.2.6.2",12.002524915991,9.35180145651017,17.8646619443417,"4",0.0013350499161361,0.00126612479462746,0.00027991082104,0.00236265713532035
"West Sussex","Male","Cardiovascular Diseases",2017,"All Ages","Endocarditis","B.2.10",11.9906014993283,10.1904229942072,14.1723210025005,"3",0.00153817705483627,0.0026709333573155,0.000103685366665,0.00270075978987153
"West Sussex","Male","Non-communicable Diseases",2017,"All Ages","Skin And Subcutaneous Diseases","B.9",11.8831094963639,4.84605467557712,20.4614077890602,"2",0.0250874251124022,0.00264807590201772,0.053188576624,0.00228136926821607
"West Sussex","Female","Injuries",2017,"All Ages","Transport Injuries","C.1",11.6605011259467,10.3689688768945,12.963225398114,"2",0.00803240686294132,0.00233696020698907,0.00994775970611,0.00578605877897382
"West Sussex","Female","Neurological Disorders",2017,"All Ages","Other Neurological Disorders","B.5.7",11.6044584450325,7.23734361521681,13.5859374891868,"3",0.00266338534012658,0.00232527187509757,0.00137864624961,0.00416595422356513
"West Sussex","Male","Liver Cancer",2017,"All Ages","Liver Cancer Due To Hepatitis C","B.1.7.2",11.1478561212798,8.43400359237987,14.1238647817771,"4",0.00149858017241207,0.00248228081859063,0.0000685163552196,0.00265708126825948
"West Sussex","Female","Transport Injuries",2017,"All Ages","Road Injuries","C.1.1",11.141573980337,9.91092622518362,12.3819369782021,"3",0.00718807646219395,0.0022329654300626,0.00865195226399,0.00547005670909495
"West Sussex","Female","Leukemia",2017,"All Ages","Chronic Lymphoid Leukemia","B.1.28.2",11.1293561562283,9.35776332107736,13.3623646056743,"4",0.00118425725098235,0.00223079644473259,0.000487247611902,0.00199848555175188
"West Sussex","Male","Drug Use Disorders",2017,"All Ages","Opioid Use Disorders","B.7.2.1",11.0847971902984,9.22986150345687,13.385858842215,"4",0.0117705943470445,0.00246827085448402,0.0168063527671,0.0077492584251005
"West Sussex","Female","Neoplasms",2017,"All Ages","Lip And Oral Cavity Cancer","B.1.1",10.8954721666981,9.55459046622713,12.2822847432714,"3",0.00152777201068612,0.00218353301225612,0.0002386540671,0.00303252755807954
"West Sussex","Male","Leukemia",2017,"All Ages","Other Leukemia","B.1.28.5",10.8053819222042,8.90554913756009,12.8296844799157,"4",0.00132857966015183,0.0024069261122418,0.000149987297158,0.00228470417094236
"West Sussex","Both","Neonatal Disorders",2017,"All Ages","Neonatal Preterm Birth","A.6.2.1",10.7573909435135,8.54277553436836,13.3779972468851,"4",0.00826156559868428,0.00113584666965749,0.00913555102541,0.00745983541201803
"West Sussex","Female","Communicable, Maternal, Neonatal, And Nutritional Diseases",2017,"All Ages","Enteric Infections","A.3",10.7106699489695,8.75228570493747,12.8674825575409,"2",0.00327357374999922,0.00214704277673941,0.00459741925284,0.00172059276677699
"West Sussex","Both","Diabetes Mellitus",2017,"All Ages","Diabetes Mellitus Type 1","B.8.1.1",10.6261926703743,9.244422390809,13.5624999905558,"4",0.00179647588811491,0.00112110488721281,0.00180935100342,0.00178003519999724
"West Sussex","Female","Enteric Infections",2017,"All Ages","Diarrheal Diseases","A.3.1",10.3984304819744,8.46489663566588,12.5189315860485,"3",0.00321243293651316,0.00208444097682901,0.00459701074405,0.00158865139679073
"West Sussex","Female","Bacterial Skin Diseases",2017,"All Ages","Cellulitis","B.9.3.1",10.258135890921,1.9415725621992,15.5494264193685,"4",0.00106909698784308,0.00205697609793267,0.000389150951554,0.00186503567742397
"West Sussex","Female","Musculoskeletal Disorders",2017,"All Ages","Rheumatoid Arthritis","B.11.1",10.2225020359476,8.01927248478431,18.9484390090862,"3",0.00586877596677415,0.00204980576818297,0.00908914542974,0.00210796081366196
"West Sussex","Female","Chronic Kidney Disease",2017,"All Ages","Chronic Kidney Disease Due To Diabetes Mellitus Type 2","B.8.2.2",10.1613616761642,7.60514853238314,12.9578384433135,"4",0.00160145263576557,0.00203688774151105,0.00161463204489,0.00158818625056286
"West Sussex","Male","Skin And Subcutaneous Diseases",2017,"All Ages","Bacterial Skin Diseases","B.9.3",10.1448580387321,3.41359951064686,14.8606507819952,"3",0.0013352705662844,0.0022608233397023,0.000528445673327,0.00199141494505633
"West Sussex","Both","Neoplasms",2017,"All Ages","Larynx Cancer","B.1.10",9.86445949464091,8.92235657276546,10.845919427096,"3",0.000789423746741017,0.00104078922001125,0.000167083255585,0.0013959756328518
"West Sussex","Female","Bacterial Skin Diseases",2017,"All Ages","Pyoderma","B.9.3.2",9.75768093456648,3.37219750832928,19.3426494366551,"4",0.000751234281825697,0.00195639760568414,0.0000544752226177,0.00156472759923297
"West Sussex","Male","Cardiomyopathy And Myocarditis",2017,"All Ages","Alcoholic Cardiomyopathy","B.2.6.2",9.68610857197959,5.29220580149716,15.4914866545014,"4",0.00216464752790396,0.00215728940195863,0.000436225637971,0.00356560136927224
"West Sussex","Female","Unintentional Injuries",2017,"All Ages","Adverse Effects Of Medical Treatment","C.2.6",9.6633152417829,8.49511681725674,10.9936101278223,"3",0.00109170267950246,0.00193721241796965,0.000189864478431,0.0021438534821329
"West Sussex","Female","Digestive Diseases",2017,"All Ages","Inguinal, Femoral, And Abdominal Hernia","B.4.5",9.64330703579091,6.7155365018068,15.4493536821675,"3",0.00131408714644119,0.00193256766040349,0.00108596584235,0.00158002084101531
"West Sussex","Male","Other Non-communicable Diseases",2017,"All Ages","Congenital Birth Defects","B.12.1",9.40256702707125,6.95251284049831,10.9749286923441,"3",0.0118821842205586,0.00209551404171657,0.015909914122,0.00860372122561968
"West Sussex","Both","Neoplasms",2017,"All Ages","Nasopharynx Cancer","B.1.2",9.32703243164954,8.29258939498576,10.4486852493945,"3",0.000686263644479492,0.000984061314201489,0.0000362695798959,0.00131982037735942
"West Sussex","Female","Neoplasms",2017,"All Ages","Mesothelioma","B.1.24",8.98072214316294,7.89116880633115,10.111756999039,"3",0.00116227128908603,0.00179991275839804,0.0000414174269722,0.00247058840400995
"West Sussex","Female","Digestive Diseases",2017,"All Ages","Pancreatitis","B.4.9",8.88604101402215,7.4557710610355,12.5837776605334,"3",0.00139318243624734,0.00178108535806984,0.000757259757522,0.00213345138316256
