"location","sex","age","cause","metric","year","cause_outline","cause_id","parent_id","level","Parent_cause","DALYs (Disability-Adjusted Life Years)","Deaths","Incidence","Prevalence","YLDs (Years Lived with Disability)","YLLs (Years of Life Lost)"
"West Sussex","Female","All Ages","Age-related and other hearing loss","Number",2008,"B.10.2","674","669","3","Sense organ diseases",2303.6772716674,NA,NA,84581.5101284,2303.67727167,NA
"West Sussex","Female","All Ages","Other sense organ diseases","Number",2008,"B.10.3","679","669","3","Sense organ diseases",249.197200760197,NA,0,10425.3277301,249.19720076,NA
"West Sussex","Female","All Ages","Rheumatoid arthritis","Number",2008,"B.11.1","627","626","3","Musculoskeletal disorders",669.353640932257,9.49938815476228,201.558304025,4236.12248392,550.246443317,119.107197615753
"West Sussex","Female","All Ages","Osteoarthritis","Number",2008,"B.11.2","628","626","3","Musculoskeletal disorders",1340.48010732688,NA,1738.62429401,42775.3621293,1340.48010733,NA
"West Sussex","Female","All Ages","Low back pain","Number",2008,"B.11.3","630","626","3","Musculoskeletal disorders",8269.55695207842,NA,29892.2290291,74176.3958019,8269.55695208,NA
"West Sussex","Female","All Ages","Neck pain","Number",2008,"B.11.4","631","626","3","Musculoskeletal disorders",3304.89729111119,NA,5839.10249979,33889.903645,3304.89729111,NA
"West Sussex","Female","All Ages","Gout","Number",2008,"B.11.5","632","626","3","Musculoskeletal disorders",74.9105677868586,NA,363.184436887,2480.19802563,74.9105677869,NA
"West Sussex","Female","All Ages","Other musculoskeletal disorders","Number",2008,"B.11.6","639","626","3","Musculoskeletal disorders",2349.94827433886,40.09869924854,NA,23214.7160255,1939.81813044,410.130143903593
"West Sussex","Female","All Ages","Congenital birth defects","Number",2008,"B.12.1","641","640","3","Other non-communicable diseases",1197.76151757794,8.43330536275437,145.487877313,7128.48318096,621.123134533,576.638383044875
"West Sussex","Female","All Ages","Urinary diseases and male infertility","Number",2008,"B.12.2","594","640","3","Other non-communicable diseases",666.172832004168,73.3482334938288,28801.9545343,585.83438425,37.1363499474,629.036482056763
"West Sussex","Female","All Ages","Gynecological diseases","Number",2008,"B.12.3","603","640","3","Other non-communicable diseases",1728.93635893302,0.541418486051794,20613.9056719,94123.2601263,1718.94582312,9.9905358096387
"West Sussex","Female","All Ages","Hemoglobinopathies and hemolytic anemias
","Number",2008,"B.12.4","613","640","3","Other non-communicable diseases",142.0999692665,5.04428846032015,1122.15105909,103048.343679,82.6568692597,59.4431000068338
"West Sussex","Female","All Ages","Endocrine, metabolic, blood, and immune
disorders","Number",2008,"B.12.5","619","640","3","Other non-communicable diseases",474.713166916083,14.7010781423008,0,6675.85766071,169.598333625,305.114833290589
"West Sussex","Female","All Ages","Oral disorders","Number",2008,"B.12.6","680","640","3","Other non-communicable diseases",1651.88437489291,NA,144480.004933,197757.900901,1651.88437489,NA
"West Sussex","Female","All Ages","Sudden infant death syndrome","Number",2008,"B.12.7","686","640","3","Other non-communicable diseases",86.6556575400734,0.990714619031705,NA,NA,NA,86.6556575400735
"West Sussex","Female","All Ages","Rheumatic heart disease","Number",2008,"B.2.1","492","491","3","Cardiovascular diseases",171.108113124938,14.9399141919578,18.5657463166,32.1735853605,2.67631409318,168.431799031757
"West Sussex","Female","All Ages","Endocarditis","Number",2008,"B.2.10","503","491","3","Cardiovascular diseases",134.748933659429,11.7860652751689,75.0221126995,71.6866060998,5.77792545043,128.971008208996
"West Sussex","Female","All Ages","Other cardiovascular and circulatory
diseases","Number",2008,"B.2.11","507","491","3","Cardiovascular diseases",1558.64825623769,82.9052689014407,NA,10690.5312811,549.802728866,1008.845527372
"West Sussex","Female","All Ages","Ischemic heart disease","Number",2008,"B.2.2","493","491","3","Cardiovascular diseases",6768.85225240321,685.366510738285,1950.92911559,12784.7068362,380.743043123,6388.10920928038
"West Sussex","Female","All Ages","Stroke","Number",2008,"B.2.3","494","491","3","Cardiovascular diseases",5677.20475447857,513.27147079139,803.57751123,6260.70335875,1061.59169617,4615.6130583113
"West Sussex","Female","All Ages","Hypertensive heart disease","Number",2008,"B.2.4","498","491","3","Cardiovascular diseases",358.26348165194,30.1917334634678,NA,665.009777729,54.075514193,304.187967458931
"West Sussex","Female","All Ages","Non-rheumatic valvular heart disease","Number",2008,"B.2.5","504","491","3","Cardiovascular diseases",516.108994895239,46.9748415319392,6159.02030598,6000.25537281,94.0548821386,422.054112756602
"West Sussex","Female","All Ages","Cardiomyopathy and myocarditis","Number",2008,"B.2.6","499","491","3","Cardiovascular diseases",970.904376844636,82.9510521929068,265.447641963,1091.04762889,100.32623996,870.578136884297
"West Sussex","Female","All Ages","Atrial fibrillation and flutter","Number",2008,"B.2.7","500","491","3","Cardiovascular diseases",1201.76347878144,94.835276974374,457.42819627,6104.85385696,469.033587144,732.729891637412
"West Sussex","Female","All Ages","Aortic aneurysm","Number",2008,"B.2.8","501","491","3","Cardiovascular diseases",680.085653055828,66.7488601774968,NA,NA,NA,680.085653055829
"West Sussex","Female","All Ages","Peripheral artery disease","Number",2008,"B.2.9","502","491","3","Cardiovascular diseases",188.600516839287,16.9123839870768,859.567993856,12235.4025295,47.4782571134,141.122259725912
"West Sussex","Female","All Ages","Chronic obstructive pulmonary disease","Number",2008,"B.3.1","509","508","3","Chronic respiratory diseases",5075.8005713182,251.914599555723,1692.80244779,36564.1484316,2383.60450109,2692.19607022438
"West Sussex","Female","All Ages","Pneumoconiosis","Number",2008,"B.3.2","510","508","3","Chronic respiratory diseases",3.82722122993408,0.0394692886576322,1.477452904,21.1092567172,3.32289572969,0.504325500246474
"West Sussex","Female","All Ages","Asthma","Number",2008,"B.3.3","515","508","3","Chronic respiratory diseases",1930.91580812588,12.2459292840451,2009.52679854,45665.9637333,1756.2961013,174.619706821848
"West Sussex","Female","All Ages","Interstitial lung disease and pulmonary
sarcoidosis","Number",2008,"B.3.4","516","508","3","Chronic respiratory diseases",404.282184052146,27.5024933413274,49.1556594443,683.683939868,71.0294537713,333.252730280888
"West Sussex","Female","All Ages","Other chronic respiratory diseases","Number",2008,"B.3.5","520","508","3","Chronic respiratory diseases",120.623161161018,1.45166612307015,NA,NA,94.1576908014,26.4654703596652
"West Sussex","Female","All Ages","Cirrhosis and other chronic liver
diseases","Number",2008,"B.4.1","521","526","3","Digestive diseases",1040.80620169648,43.4682247856194,124.24241343,41697.6920868,77.363756162,963.442445534472
"West Sussex","Female","All Ages","Other digestive diseases","Number",2008,"B.4.10","541","526","3","Digestive diseases",503.277622374691,46.8885569868478,NA,NA,51.3277227974,451.949899577284
"West Sussex","Female","All Ages","Upper digestive system diseases","Number",2008,"B.4.2","992","526","3","Digestive diseases",1051.05638305832,33.6879809960002,25641.2815236,57643.2932604,697.345153714,353.711229344293
"West Sussex","Female","All Ages","Appendicitis","Number",2008,"B.4.3","529","526","3","Digestive diseases",29.1676090376217,1.86281291773845,271.911803296,10.4004209063,3.37274539475,25.7948636428766
"West Sussex","Female","All Ages","Paralytic ileus and intestinal
obstruction","Number",2008,"B.4.4","530","526","3","Digestive diseases",253.550428785606,25.9282690611857,223.738388108,7.66677451816,2.42364439376,251.12678439185
"West Sussex","Female","All Ages","Inguinal, femoral, and abdominal hernia","Number",2008,"B.4.5","531","526","3","Digestive diseases",157.467669901506,9.0037139421121,2704.59291808,756.302144133,71.0109606015,86.4567093000396
"West Sussex","Female","All Ages","Inflammatory bowel disease","Number",2008,"B.4.6","532","526","3","Digestive diseases",543.424779147515,15.2492143073875,145.555281867,2531.15836495,370.836153658,172.588625489501
"West Sussex","Female","All Ages","Vascular intestinal disorders","Number",2008,"B.4.7","533","526","3","Digestive diseases",293.956179177503,26.7865300231889,71.4046841139,12.000100499,3.54078318385,290.415395993657
"West Sussex","Female","All Ages","Gallbladder and biliary diseases","Number",2008,"B.4.8","534","526","3","Digestive diseases",155.673945325971,16.1255773754733,621.702388047,3841.00570292,2.78239075511,152.891554570865
"West Sussex","Female","All Ages","Pancreatitis","Number",2008,"B.4.9","535","526","3","Digestive diseases",162.927486552328,8.49078950219142,148.924576651,807.745261308,45.9326211318,116.994865420572
"West Sussex","Female","All Ages","Alzheimer's disease and other dementias","Number",2008,"B.5.1","543","542","3","Neurological disorders",5898.3867312895,628.8862167627,1345.91159129,8244.72559833,1264.81887359,4633.56785769806
"West Sussex","Female","All Ages","Parkinson's disease","Number",2008,"B.5.2","544","542","3","Neurological disorders",587.201590899944,44.7282014811161,98.0877351798,937.785661757,132.134673305,455.066917594703
"West Sussex","Female","All Ages","Epilepsy","Number",2008,"B.5.3","545","542","3","Neurological disorders",573.117231977621,5.53274475698751,148.009746454,1828.16191391,413.885460956,159.231771021759
"West Sussex","Female","All Ages","Multiple sclerosis","Number",2008,"B.5.4","546","542","3","Neurological disorders",497.578942833031,11.1690970331484,17.8919415354,855.534953036,212.742770674,284.836172159318
"West Sussex","Female","All Ages","Motor neuron disease","Number",2008,"B.5.5","554","542","3","Neurological disorders",300.772064653749,15.6853239520425,15.342282872,44.6612468557,9.49807765503,291.273986998718
"West Sussex","Female","All Ages","Headache disorders","Number",2008,"B.5.6","972","542","3","Neurological disorders",4808.18414291782,NA,62585.3384747,208753.77643,4808.18414292,NA
"West Sussex","Female","All Ages","Other neurological disorders","Number",2008,"B.5.7","557","542","3","Neurological disorders",280.721065502227,8.66092200726044,0,1.41935398642,89.7507172999,190.970348202355
"West Sussex","Female","All Ages","Schizophrenia","Number",2008,"B.6.1","559","558","3","Mental disorders",705.818626282528,NA,39.271676392,1135.3143762,705.818626283,NA
"West Sussex","Female","All Ages","Other mental disorders","Number",2008,"B.6.10","585","558","3","Mental disorders",563.952766285364,NA,0,7792.42247831,563.952766285,NA
"West Sussex","Female","All Ages","Depressive disorders","Number",2008,"B.6.2","567","558","3","Mental disorders",3485.70310743158,NA,20459.2461913,21923.3802581,3485.70310743,NA
"West Sussex","Female","All Ages","Bipolar disorder","Number",2008,"B.6.3","570","558","3","Mental disorders",996.930048414537,NA,315.740211347,4975.42658022,996.930048415,NA
"West Sussex","Female","All Ages","Anxiety disorders","Number",2008,"B.6.4","571","558","3","Mental disorders",2107.55391782983,NA,2357.91674773,22516.9516659,2107.55391783,NA
"West Sussex","Female","All Ages","Eating disorders","Number",2008,"B.6.5","572","558","3","Mental disorders",521.268046699545,0.117197713870376,650.337752767,2466.95140165,514.985170091,6.28287660866245
"West Sussex","Female","All Ages","Autism spectrum disorders","Number",2008,"B.6.6","575","558","3","Mental disorders",142.433225695065,NA,11.8669102711,960.967146716,142.433225695,NA
"West Sussex","Female","All Ages","Attention-deficit/hyperactivity disorder
","Number",2008,"B.6.7","578","558","3","Mental disorders",15.745365789521,NA,61.6677301138,1304.59819341,15.7453657895,NA
"West Sussex","Female","All Ages","Conduct disorder","Number",2008,"B.6.8","579","558","3","Mental disorders",178.887750645777,NA,467.895028414,1479.37744715,178.887750646,NA
"West Sussex","Female","All Ages","Idiopathic developmental intellectual
disability","Number",2008,"B.6.9","582","558","3","Mental disorders",63.5243840733643,NA,NA,1409.6916021,63.5243840734,NA
"West Sussex","Female","All Ages","Alcohol use disorders","Number",2008,"B.7.1","560","973","3","Substance use disorders",656.832870324286,7.23000001093896,1822.68654856,3890.74029,382.344908724,274.487961600297
"West Sussex","Female","All Ages","Drug use disorders","Number",2008,"B.7.2","561","973","3","Substance use disorders",968.804867956931,5.55109281711555,389.666066539,3801.44093099,734.02918278,234.775685176683
"West Sussex","Female","All Ages","Diabetes mellitus","Number",2008,"B.8.1","587","974","3","Diabetes and kidney diseases",2094.72809597305,37.4307710539616,1159.80677958,26383.9725115,1679.92011474,414.807981234852
"West Sussex","Female","All Ages","Chronic kidney disease","Number",2008,"B.8.2","589","974","3","Diabetes and kidney diseases",894.340416191348,39.2809266289274,2013.99088829,45062.7382191,508.46018813,385.88022806129
"West Sussex","Female","All Ages","Acute glomerulonephritis","Number",2008,"B.8.3","588","974","3","Diabetes and kidney diseases",1.17899657586072,0.0981665111740628,9.24802818787,0.626747513977,0.0317212524191,1.14727532344158
"West Sussex","Female","All Ages","Dermatitis","Number",2008,"B.9.1","654","653","3","Skin and subcutaneous diseases",1233.46990673594,NA,20622.9408246,30901.7891442,1233.46990674,NA
"West Sussex","Female","All Ages","Urticaria","Number",2008,"B.9.10","664","653","3","Skin and subcutaneous diseases",234.634690428009,NA,7027.48043357,4003.46129667,234.634690428,NA
"West Sussex","Female","All Ages","Decubitus ulcer","Number",2008,"B.9.11","665","653","3","Skin and subcutaneous diseases",51.0480834922913,2.19605936886673,751.552684024,205.93279985,31.8151245637,19.2329589286051
"West Sussex","Female","All Ages","Other skin and subcutaneous diseases","Number",2008,"B.9.12","668","653","3","Skin and subcutaneous diseases",328.568307366983,1.27436578817206,60349.1637,58649.103391,316.133983167,12.4343241995287
"West Sussex","Female","All Ages","Psoriasis","Number",2008,"B.9.2","655","653","3","Skin and subcutaneous diseases",760.402657235355,NA,764.624703156,8996.39267567,760.402657235,NA
"West Sussex","Female","All Ages","Bacterial skin diseases","Number",2008,"B.9.3","980","653","3","Skin and subcutaneous diseases",197.714968588288,16.8842083024134,28853.1762686,1092.25396767,27.920402242,169.794566346262
"West Sussex","Female","All Ages","Scabies","Number",2008,"B.9.4","658","653","3","Skin and subcutaneous diseases",12.2754657054966,NA,1446.9553989,479.300240539,12.2754657055,NA
"West Sussex","Female","All Ages","Fungal skin diseases","Number",2008,"B.9.5","659","653","3","Skin and subcutaneous diseases",282.833856249764,NA,155819.60129,52135.5111043,282.83385625,NA
"West Sussex","Female","All Ages","Viral skin diseases","Number",2008,"B.9.6","660","653","3","Skin and subcutaneous diseases",206.335885976931,NA,3842.84149139,6746.53608094,206.335885977,NA
"West Sussex","Female","All Ages","Acne vulgaris","Number",2008,"B.9.7","661","653","3","Skin and subcutaneous diseases",283.198525942694,NA,6712.39331767,13371.0445365,283.198525943,NA
"West Sussex","Female","All Ages","Alopecia areata","Number",2008,"B.9.8","662","653","3","Skin and subcutaneous diseases",51.8157008238306,NA,2821.82099226,1608.91934465,51.8157008238,NA
"West Sussex","Female","All Ages","Pruritus","Number",2008,"B.9.9","663","653","3","Skin and subcutaneous diseases",54.9057308230196,NA,4039.54874089,5246.86573091,54.905730823,NA
"West Sussex","Female","All Ages","Road injuries","Number",2008,"C.1.1","689","688","3","Transport injuries",943.16467724437,13.4624583468856,2217.90433967,10213.2727736,523.97242939,419.192247854515
"West Sussex","Female","All Ages","Other transport injuries","Number",2008,"C.1.2","695","688","3","Transport injuries",95.1831961437618,0.466162980121951,204.304298881,1455.55927034,77.724002864,17.4591932797801
"West Sussex","Female","All Ages","Falls","Number",2008,"C.2.1","697","696","3","Unintentional injuries",2596.11013187355,39.7894111603074,20031.8580865,48586.9552087,2222.35519193,373.75493994682
"West Sussex","Female","All Ages","Exposure to forces of nature","Number",2008,"C.2.10","729","696","3","Unintentional injuries",0.198790048269417,0,0,6.5836111766,0.198790048269,0
"West Sussex","Female","All Ages","Other unintentional injuries","Number",2008,"C.2.11","716","696","3","Unintentional injuries",629.648979870773,0.284115099696472,6115.69867183,18727.6789797,622.660507083,6.98847278765611
"West Sussex","Female","All Ages","Drowning","Number",2008,"C.2.2","698","696","3","Unintentional injuries",42.9244400066004,1.17123521464802,6.46160009911,62.8558687987,3.2249032791,39.6995367274982
"West Sussex","Female","All Ages","Fire, heat, and hot substances","Number",2008,"C.2.3","699","696","3","Unintentional injuries",188.376811619131,4.47013443988945,360.708655206,5338.93359058,120.32673185,68.0500797693365
"West Sussex","Female","All Ages","Poisonings","Number",2008,"C.2.4","700","696","3","Unintentional injuries",76.5161012970473,0.577750344821028,340.879334305,543.874677986,56.935305455,19.5807958420776
"West Sussex","Female","All Ages","Exposure to mechanical forces","Number",2008,"C.2.5","704","696","3","Unintentional injuries",342.436082453167,2.55773609035544,3507.40798765,11603.6735721,307.881048765,34.555033688482
"West Sussex","Female","All Ages","Adverse effects of medical treatment","Number",2008,"C.2.6","708","696","3","Unintentional injuries",110.657528523243,8.04140156713237,1081.58171993,82.7720677314,11.0370144294,99.6205140938885
"West Sussex","Female","All Ages","Animal contact","Number",2008,"C.2.7","709","696","3","Unintentional injuries",31.8645136950871,0.242049426853776,924.907554427,1032.52145399,23.6486262039,8.21588749123642
"West Sussex","Female","All Ages","Foreign body","Number",2008,"C.2.8","712","696","3","Unintentional injuries",150.732339118196,6.90026117035214,488.614200951,867.577483756,35.7537117161,114.978627402073
"West Sussex","Female","All Ages","Environmental heat and cold exposure","Number",2008,"C.2.9","842","696","3","Unintentional injuries",55.7957174895455,2.9822002999549,155.169891962,669.851246029,25.9193271448,29.8763903447069
"West Sussex","Female","All Ages","Self-harm","Number",2008,"C.3.1","718","717","3","Self-harm and interpersonal violence",737.382478344016,17.4236145523173,542.752628711,2020.70646585,88.7379960431,648.644482300899
"West Sussex","Female","All Ages","Interpersonal violence","Number",2008,"C.3.2","724","717","3","Self-harm and interpersonal violence",165.418798317518,1.40380314423105,228.381992007,8784.56031129,104.615391015,60.8034073028162
"West Sussex","Female","All Ages","Conflict and terrorism","Number",2008,"C.3.3","945","717","3","Self-harm and interpersonal violence",12.5642827723354,0.216190032253937,32.1990689962,60.8651951086,2.59518921012,9.96909356221236
"West Sussex","Female","All Ages","Executions and police conflict","Number",2008,"C.3.4","854","717","3","Self-harm and interpersonal violence",2.54332945670395,0.0411648997677635,6.65476747058,21.0607800988,0.677371570041,1.86595788666295
"West Sussex","Female","All Ages","HIV/AIDS","Number",2009,"A.1.1","298","955","3","HIV/AIDS and sexually transmitted infections",70.9743512774663,1.20221755608475,13.5784026029,204.810973515,16.2429401056,54.7314111718918
"West Sussex","Female","All Ages","Sexually transmitted infections
excluding HIV","Number",2009,"A.1.2","393","955","3","HIV/AIDS and sexually transmitted infections",79.2404572722073,0.933370077244124,20415.8568596,67877.9933279,59.8649218273,19.3755354449378
"West Sussex","Female","All Ages","Tuberculosis","Number",2009,"A.2.1","297","956","3","Respiratory infections and tuberculosis",44.5917009635939,2.33016986009516,42.5355634709,37458.4044247,7.59436395644,36.9973370071574
"West Sussex","Female","All Ages","Lower respiratory infections","Number",2009,"A.2.2","322","956","3","Respiratory infections and tuberculosis",2595.90880804837,310.248597866419,8034.07654244,169.982885142,9.96918362783,2585.93962442054
"West Sussex","Female","All Ages","Upper respiratory infections","Number",2009,"A.2.3","328","956","3","Respiratory infections and tuberculosis",441.47705807819,0.0973027443773938,1298227.66944,17873.803664,438.49597898,2.9810790983023
"West Sussex","Female","All Ages","Otitis media","Number",2009,"A.2.4","329","956","3","Respiratory infections and tuberculosis",72.9468166014191,0.0261500821582295,19497.3763143,3856.06766005,72.2869948529,0.659821748524119
"West Sussex","Female","All Ages","Diarrheal diseases","Number",2009,"A.3.1","302","957","3","Enteric infections",388.591363256088,18.1850735459585,140289.426241,2148.47707861,231.333410249,157.257953007242
"West Sussex","Female","All Ages","Typhoid and paratyphoid","Number",2009,"A.3.2","958","957","3","Enteric infections",0.0320151325406746,0.000937025051566994,1.82878243994,0,0.0069387313401,0.0250764012005702
"West Sussex","Female","All Ages","Invasive Non-typhoidal Salmonella (iNTS)
","Number",2009,"A.3.3","959","957","3","Enteric infections",8.20959849170158,0.297288691500468,3.11699584973,0.119187446244,0.0158398926589,8.19375859904265
"West Sussex","Female","All Ages","Other intestinal infectious diseases","Number",2009,"A.3.5","321","957","3","Enteric infections",0.50727953229649,0.0265157308932678,NA,NA,0.000268209334045,0.507011322962444
"West Sussex","Female","All Ages","Malaria","Number",2009,"A.4.1","345","344","3","Neglected tropical diseases and malaria",0,0,0,0,0,0
"West Sussex","Female","All Ages","Trachoma","Number",2009,"A.4.10","356","344","3","Neglected tropical diseases and malaria",0,NA,NA,0,0,NA
"West Sussex","Female","All Ages","Dengue","Number",2009,"A.4.11","357","344","3","Neglected tropical diseases and malaria",1.87630536811635,0.0414387079641684,0,0,0,1.87630536811635
"West Sussex","Female","All Ages","Yellow fever","Number",2009,"A.4.12","358","344","3","Neglected tropical diseases and malaria",0,0,0,0,0,0
"West Sussex","Female","All Ages","Rabies","Number",2009,"A.4.13","359","344","3","Neglected tropical diseases and malaria",1.48907711502611,0.0323365661890949,0.0325889605898,0.00125342156115,0.00016730686185,1.48890980816426
"West Sussex","Female","All Ages","Intestinal nematode infections","Number",2009,"A.4.14","360","344","3","Neglected tropical diseases and malaria",0.0182330151274576,0.000772985779390853,NA,0,0,0.0182330151274576
"West Sussex","Female","All Ages","Food-borne trematodiases","Number",2009,"A.4.15","364","344","3","Neglected tropical diseases and malaria",0,NA,0,0,0,NA
"West Sussex","Female","All Ages","Leprosy","Number",2009,"A.4.16","405","344","3","Neglected tropical diseases and malaria",0.0000558923148658792,NA,0,0.000834293376615,0.0000558923148659,NA
"West Sussex","Female","All Ages","Ebola","Number",2009,"A.4.17","843","344","3","Neglected tropical diseases and malaria",0,0,0,0,0,0
"West Sussex","Female","All Ages","Zika virus","Number",2009,"A.4.18","935","344","3","Neglected tropical diseases and malaria",0,0,0,0,0,0
"West Sussex","Female","All Ages","Guinea worm disease","Number",2009,"A.4.19","936","344","3","Neglected tropical diseases and malaria",0,NA,0,0,0,NA
"West Sussex","Female","All Ages","Chagas disease","Number",2009,"A.4.2","346","344","3","Neglected tropical diseases and malaria",0,0,0,0,0,0
"West Sussex","Female","All Ages","Other neglected tropical diseases","Number",2009,"A.4.20","365","344","3","Neglected tropical diseases and malaria",0.877409964415264,0.0180001033820303,NA,0,0.0000213363344623,0.877388628080803
"West Sussex","Female","All Ages","Leishmaniasis","Number",2009,"A.4.3","347","344","3","Neglected tropical diseases and malaria",0,0,0,0,0,0
"West Sussex","Female","All Ages","African trypanosomiasis","Number",2009,"A.4.4","350","344","3","Neglected tropical diseases and malaria",0,0,0,0,0,0
"West Sussex","Female","All Ages","Schistosomiasis","Number",2009,"A.4.5","351","344","3","Neglected tropical diseases and malaria",0,0,NA,0,0,0
"West Sussex","Female","All Ages","Cysticercosis","Number",2009,"A.4.6","352","344","3","Neglected tropical diseases and malaria",142.17081881608,0.00390438917810408,NA,659.914501623,142.0732838,0.0975350157101506
"West Sussex","Female","All Ages","Cystic echinococcosis","Number",2009,"A.4.7","353","344","3","Neglected tropical diseases and malaria",0.139228008050194,0.00841208796500772,0,0,0,0.139228008050194
"West Sussex","Female","All Ages","Lymphatic filariasis","Number",2009,"A.4.8","354","344","3","Neglected tropical diseases and malaria",0,NA,NA,0,0,NA
"West Sussex","Female","All Ages","Onchocerciasis","Number",2009,"A.4.9","355","344","3","Neglected tropical diseases and malaria",0,NA,NA,0,0,NA
"West Sussex","Female","All Ages","Meningitis","Number",2009,"A.5.1","332","961","3","Other infectious diseases",87.6492521678313,2.05392412164014,81.5089434347,167.079745185,15.3476604332,72.3015917346668
"West Sussex","Female","All Ages","Encephalitis","Number",2009,"A.5.2","337","961","3","Other infectious diseases",28.3557816022753,0.92718339526951,34.3439068066,83.234239566,6.40063062274,21.9551509795388
"West Sussex","Female","All Ages","Diphtheria","Number",2009,"A.5.3","338","961","3","Other infectious diseases",0.0787941970489078,0.00117722865194146,0.00631557545921,0.000474947535302,0.0000357722616228,0.078758424787285
"West Sussex","Female","All Ages","Whooping cough","Number",2009,"A.5.4","339","961","3","Other infectious diseases",2.30130140747059,0.00349407899265711,291.581484395,39.9426690952,2.01041222708,0.290889180393393
"West Sussex","Female","All Ages","Tetanus","Number",2009,"A.5.5","340","961","3","Other infectious diseases",0.114572714301284,0.00682362333096714,0.0129726841895,0.00115721240827,0.000103184808326,0.114469529492959
"West Sussex","Female","All Ages","Measles","Number",2009,"A.5.6","341","961","3","Other infectious diseases",0.951512923650227,0.0128853993544557,2.10664951449,0.0577164250545,0.00531560075076,0.94619732289947
"West Sussex","Female","All Ages","Varicella and herpes zoster","Number",2009,"A.5.7","342","961","3","Other infectious diseases",31.2931874168924,1.00192537723172,4218.89209339,427.541140775,20.8511653629,10.4420220539889
"West Sussex","Female","All Ages","Acute hepatitis","Number",2009,"A.5.8","400","961","3","Other infectious diseases",21.9909130552748,0.370711956367247,5174.22158974,438.820138516,11.6877217054,10.3031913498737
"West Sussex","Female","All Ages","Other unspecified infectious diseases","Number",2009,"A.5.9","408","961","3","Other infectious diseases",112.167248768771,2.98685727111271,0,1788.5563729,41.455809289,70.7114394797694
"West Sussex","Female","All Ages","Maternal disorders","Number",2009,"A.6.1","366","962","3","Maternal and neonatal disorders",69.8663720525454,0.662172666992855,4848.53455205,574.741937573,33.654485941,36.2118861115881
"West Sussex","Female","All Ages","Neonatal disorders","Number",2009,"A.6.2","380","962","3","Maternal and neonatal disorders",2005.51256774465,8.17084484531179,512.373319478,6366.48855224,1288.17433033,717.338237419228
"West Sussex","Female","All Ages","Protein-energy malnutrition","Number",2009,"A.7.1","387","386","3","Nutritional deficiencies",7.13865496091911,0.622843781319342,1770.95842794,1743.5941641,0.0172452555154,7.12140970540372
"West Sussex","Female","All Ages","Iodine deficiency","Number",2009,"A.7.2","388","386","3","Nutritional deficiencies",64.9059953739322,NA,85.4640738621,6176.81753728,64.9059953739,NA
"West Sussex","Female","All Ages","Vitamin A deficiency","Number",2009,"A.7.3","389","386","3","Nutritional deficiencies",18.4551394842985,NA,8774.78125716,5446.6042001,18.4551394843,NA
"West Sussex","Female","All Ages","Dietary iron deficiency","Number",2009,"A.7.4","390","386","3","Nutritional deficiencies",740.754981978015,NA,NA,40752.2390132,740.754981978,NA
"West Sussex","Female","All Ages","Other nutritional deficiencies","Number",2009,"A.7.5","391","386","3","Nutritional deficiencies",3.10091864377651,0.290772903917504,NA,NA,0.000467778386792,3.10045086538972
"West Sussex","Female","All Ages","Lip and oral cavity cancer","Number",2009,"B.1.1","444","410","3","Neoplasms",159.439016018464,9.19985121406595,30.2811361184,146.466737662,13.2886828244,146.150333194101
"West Sussex","Female","All Ages","Larynx cancer","Number",2009,"B.1.10","423","410","3","Neoplasms",33.1821989956446,1.80216374787133,3.77848810044,22.6260594785,2.36091249059,30.8212865050539
"West Sussex","Female","All Ages","Tracheal, bronchus, and lung cancer","Number",2009,"B.1.11","426","410","3","Neoplasms",3360.36672272248,201.148850040692,268.798631139,548.365808683,70.7691023426,3289.59762037983
"West Sussex","Female","All Ages","Malignant skin melanoma","Number",2009,"B.1.12","459","410","3","Neoplasms",545.52489692984,24.2547311706483,215.628547557,1717.75234524,99.1185465672,446.406350362606
"West Sussex","Female","All Ages","Non-melanoma skin cancer","Number",2009,"B.1.13","462","410","3","Neoplasms",46.1554647345794,4.29687677039303,1236.8065777,177.039510172,5.2777202907,40.8777444438776
"West Sussex","Female","All Ages","Breast cancer","Number",2009,"B.1.14","429","410","3","Neoplasms",4657.13175919507,224.283421877781,883.146505437,7918.28958585,632.685380405,4024.44637879001
"West Sussex","Female","All Ages","Cervical cancer","Number",2009,"B.1.15","432","410","3","Neoplasms",453.456291879346,21.2581995845607,48.4778206338,297.936517205,23.6620032168,429.794288662542
"West Sussex","Female","All Ages","Uterine cancer","Number",2009,"B.1.16","435","410","3","Neoplasms",422.274926816597,22.7239442387565,123.855586797,923.849312835,63.1545547215,359.120372095083
"West Sussex","Female","All Ages","Ovarian cancer","Number",2009,"B.1.17","465","410","3","Neoplasms",1520.13407883529,81.0503938417039,114.113623366,473.228231023,63.3071124231,1456.82696641218
"West Sussex","Female","All Ages","Prostate cancer","Number",2009,"B.1.18","438","410","3","Neoplasms",0,NA,0,0,0,NA
"West Sussex","Female","All Ages","Testicular cancer","Number",2009,"B.1.19","468","410","3","Neoplasms",0,NA,NA,NA,NA,NA
"West Sussex","Female","All Ages","Nasopharynx cancer","Number",2009,"B.1.2","447","410","3","Neoplasms",19.9192917351039,0.860057268914295,1.4677882354,7.1408288838,0.663776233566,19.2555155015379
