"Area","Sex","Year","Cause","Cause_outline","Cause_id","Level","Parent_cause","Parent_id","metric","DALYs (Disability-Adjusted Life Years)","Deaths","Incidence","Prevalence","YLDs (Years Lived with Disability)","YLLs (Years of Life Lost)"
"West Sussex","Female",2009,"Colon and rectum cancer","B.1.6","441","3","Neoplasms","410","Number",2233.64386276286,151.27646321852,371.422370766,2001.64519352,186.273670462,2047.37019230077
"West Sussex","Female",2009,"Liver cancer","B.1.7","417","3","Neoplasms","410","Number",321.062073290062,20.8929134515563,24.160872348,1.82288003918,5.7498302976,315.31224299246
"West Sussex","Female",2009,"Gallbladder and biliary tract cancer","B.1.8","453","3","Neoplasms","410","Number",212.114534140213,15.4629201594693,21.3595349535,21.2516961675,4.7961342322,207.31839990801
"West Sussex","Female",2009,"Pancreatic cancer","B.1.9","456","3","Neoplasms","410","Number",1369.86719846944,91.2701770352422,90.3587165485,58.5472911029,16.512330997,1353.35486747242
"West Sussex","Female",2009,"Sense organ diseases","B.10","669","2","Non-communicable diseases","409","Number",4061.67334985563,0,0,99732.3496503,4061.67334986,0
"West Sussex","Female",2009,"Blindness and vision impairment","B.10.1","981","3","Sense organ diseases","669","Number",1485.86513245364,0,0,32714.5079622,1485.86513245,0
"West Sussex","Female",2009,"Age-related and other hearing loss","B.10.2","674","3","Sense organ diseases","669","Number",2325.23650112462,0,0,84293.310428,2325.23650112,0
"West Sussex","Female",2009,"Other sense organ diseases","B.10.3","679","3","Sense organ diseases","669","Number",250.571716277368,0,0,10500.1344253,250.571716277,0
"West Sussex","Female",2009,"Musculoskeletal disorders","B.11","626","2","Non-communicable diseases","409","Number",15980.1664159087,48.1121956837112,38028.9579466,137111.779781,15466.489644,513.676771935736
"West Sussex","Female",2009,"Rheumatoid arthritis","B.11.1","627","3","Musculoskeletal disorders","626","Number",673.863152034413,9.15077317089668,205.320733776,4317.36807367,559.638968872,114.224183162194
"West Sussex","Female",2009,"Osteoarthritis","B.11.2","628","3","Musculoskeletal disorders","626","Number",1354.58731235676,0,1760.19878192,43247.9060624,1354.58731236,0
"West Sussex","Female",2009,"Low back pain","B.11.3","630","3","Musculoskeletal disorders","626","Number",8262.49769783967,0,29900.0537103,74138.1145155,8262.49769784,0
"West Sussex","Female",2009,"Neck pain","B.11.4","631","3","Musculoskeletal disorders","626","Number",3248.82458239822,0,5793.94984978,33336.8686534,3248.8245824,0
"West Sussex","Female",2009,"Gout","B.11.5","632","3","Musculoskeletal disorders","626","Number",76.6057841283548,0,369.434870788,2538.87230049,76.6057841284,0
"West Sussex","Female",2009,"Other musculoskeletal disorders","B.11.6","639","3","Musculoskeletal disorders","626","Number",2363.78788715124,38.9614225128145,0,23508.288982,1964.33529838,399.452588773541
"West Sussex","Female",2009,"Other non-communicable diseases","B.12","640","2","Non-communicable diseases","409","Number",5890.98747189992,101.252087560319,197122.879602,291520.687339,4257.72368917,1633.26378273045
"West Sussex","Female",2009,"Congenital birth defects","B.12.1","641","3","Other non-communicable diseases","640","Number",1191.63162619248,8.29056570708412,147.669636523,7203.6190305,625.686363453,565.945262739406
"West Sussex","Female",2009,"Urinary diseases and male infertility","B.12.2","594","3","Other non-communicable diseases","640","Number",646.35080856537,71.7465371145979,30334.4089618,621.525523154,38.7017803547,607.649028210661
"West Sussex","Female",2009,"Gynecological diseases","B.12.3","603","3","Other non-communicable diseases","640","Number",1731.67737538886,0.51124489468748,20576.8162079,94863.1639496,1722.21020745,9.46716794221511
"West Sussex","Female",2009,"Hemoglobinopathies and hemolytic anemias
","B.12.4","613","3","Other non-communicable diseases","640","Number",141.648805180163,4.97394424632303,1132.98846086,103642.502104,83.2014975001,58.447307680067
"West Sussex","Female",2009,"Endocrine, metabolic, blood, and immune
disorders","B.12.5","619","3","Other non-communicable diseases","640","Number",479.74454932885,14.7664352879784,0,6767.72428796,172.251878584,307.492670745343
"West Sussex","Female",2009,"Oral disorders","B.12.6","680","3","Other non-communicable diseases","640","Number",1615.67196183144,0,144930.996334,198242.627575,1615.67196183,0
"West Sussex","Female",2009,"Sudden infant death syndrome","B.12.7","686","3","Other non-communicable diseases","640","Number",84.262345412758,0.963360309648066,0,0,0,84.262345412758
"West Sussex","Female",2009,"Cardiovascular diseases","B.2","491","2","Non-communicable diseases","409","Number",17176.2536871034,1548.79801750006,10805.5289277,47234.1939702,2783.52721883,14392.7264682732
"West Sussex","Female",2009,"Rheumatic heart disease","B.2.1","492","3","Cardiovascular diseases","491","Number",158.756818912421,13.9961727635725,18.4400636772,32.1024217381,2.66798232622,156.088836586206
"West Sussex","Female",2009,"Endocarditis","B.2.10","503","3","Cardiovascular diseases","491","Number",132.847562992887,11.7042731175865,75.9100892361,71.5349897365,5.72257510644,127.124987886447
"West Sussex","Female",2009,"Other cardiovascular and circulatory
diseases","B.2.11","507","3","Cardiovascular diseases","491","Number",1526.63261570727,81.1255157453794,0,10662.4249141,548.261504303,978.371111404747
"West Sussex","Female",2009,"Ischemic heart disease","B.2.2","493","3","Cardiovascular diseases","491","Number",6188.37973161665,629.753541359051,1961.08952528,12945.583739,379.769423077,5808.61030854013
"West Sussex","Female",2009,"Stroke","B.2.3","494","3","Cardiovascular diseases","491","Number",5317.52845685948,478.92734922321,800.464741352,6301.27450433,1067.5008956,4250.02756126296
"West Sussex","Female",2009,"Hypertensive heart disease","B.2.4","498","3","Cardiovascular diseases","491","Number",353.198228803873,29.8776430256423,0,665.356588046,53.941742199,299.256486604863
"West Sussex","Female",2009,"Non-rheumatic valvular heart disease","B.2.5","504","3","Cardiovascular diseases","491","Number",519.292585465094,47.5936707662805,6349.58777041,6180.9513664,97.3653453111,421.927240154023
"West Sussex","Female",2009,"Cardiomyopathy and myocarditis","B.2.6","499","3","Cardiovascular diseases","491","Number",933.183888078692,79.685846473336,267.813500811,1091.66971671,100.38569642,832.798191658727
"West Sussex","Female",2009,"Atrial fibrillation and flutter","B.2.7","500","3","Cardiovascular diseases","491","Number",1211.32915025961,95.1833718989497,469.386498571,6254.68979965,480.508974266,730.820175993316
"West Sussex","Female",2009,"Aortic aneurysm","B.2.8","501","3","Cardiovascular diseases","491","Number",646.550312965826,63.9012527652863,0,0,0,646.550312965826
"West Sussex","Female",2009,"Peripheral artery disease","B.2.9","502","3","Cardiovascular diseases","491","Number",188.554335441611,17.0493803617643,862.836738338,12240.204826,47.4030802256,141.151255215982
"West Sussex","Female",2009,"Chronic respiratory diseases","B.3","508","2","Non-communicable diseases","409","Number",7569.4588958825,289.566435565136,3832.06262041,76488.1513789,4397.55459731,3171.9042985706
"West Sussex","Female",2009,"Chronic obstructive pulmonary disease","B.3.1","509","3","Chronic respiratory diseases","508","Number",5131.24450809869,247.889056654296,1769.86428663,38342.8329863,2492.94206832,2638.30243977972
"West Sussex","Female",2009,"Pneumoconiosis","B.3.2","510","3","Chronic respiratory diseases","508","Number",3.82172903743297,0.0387565631406858,1.4837097644,21.1569912744,3.3303351887,0.491393848736694
"West Sussex","Female",2009,"Asthma","B.3.3","515","3","Chronic respiratory diseases","508","Number",1896.65532723369,11.9100527719575,2009.99837917,44998.321279,1730.2915389,166.363788338519
"West Sussex","Female",2009,"Interstitial lung disease and pulmonary
sarcoidosis","B.3.4","516","3","Chronic respiratory diseases","508","Number",412.912892386476,28.3052651206723,50.7162448453,694.909555214,72.1807940818,340.732098304715
"West Sussex","Female",2009,"Other chronic respiratory diseases","B.3.5","520","3","Chronic respiratory diseases","508","Number",124.824439126208,1.42330445506971,0,0,98.8098608273,26.0145782989038
"West Sussex","Female",2009,"Digestive diseases","B.4","526","2","Non-communicable diseases","409","Number",4177.40831515333,225.941587841136,30247.5731182,97651.9497222,1346.35771843,2831.05059671996
"West Sussex","Female",2009,"Cirrhosis and other chronic liver
diseases","B.4.1","521","3","Digestive diseases","526","Number",1037.75620652151,43.3424174927386,125.94471554,42257.7125928,78.8382034406,958.918003080923
"West Sussex","Female",2009,"Other digestive diseases","B.4.10","541","3","Digestive diseases","526","Number",491.270341729797,46.0644754845458,0,0,52.768237086,438.502104643767
"West Sussex","Female",2009,"Upper digestive system diseases","B.4.2","992","3","Digestive diseases","526","Number",1035.47953913597,31.4331474895706,25886.057658,57998.6860774,706.780224079,328.699315057288
"West Sussex","Female",2009,"Appendicitis","B.4.3","529","3","Digestive diseases","526","Number",26.9122579498275,1.70712475608244,272.507525768,10.4286013724,3.38186597206,23.5303919777684
"West Sussex","Female",2009,"Paralytic ileus and intestinal
obstruction","B.4.4","530","3","Digestive diseases","526","Number",254.656310949501,26.2148306593927,228.191876241,7.83205684348,2.47555171554,252.180759233962
"West Sussex","Female",2009,"Inguinal, femoral, and abdominal hernia","B.4.5","531","3","Digestive diseases","526","Number",159.404347402117,9.19382964659611,2727.1861354,765.739444737,71.6897442921,87.7146031099705
"West Sussex","Female",2009,"Inflammatory bowel disease","B.4.6","532","3","Digestive diseases","526","Number",546.646873998813,15.1333903096735,147.471137206,2571.28282163,376.874427904,169.772446094435
"West Sussex","Female",2009,"Vascular intestinal disorders","B.4.7","533","3","Digestive diseases","526","Number",301.412925390559,27.5800633882368,72.6788335806,12.3634740357,3.62542922993,297.787496160627
"West Sussex","Female",2009,"Gallbladder and biliary diseases","B.4.8","534","3","Digestive diseases","526","Number",158.779287786265,16.6901961383541,634.366077125,3918.98746507,2.83577865451,155.943509131752
"West Sussex","Female",2009,"Pancreatitis","B.4.9","535","3","Digestive diseases","526","Number",165.090224288967,8.58211247594497,153.169159352,826.561801202,47.0882560595,118.001968229472
"West Sussex","Female",2009,"Neurological disorders","B.5","542","2","Non-communicable diseases","409","Number",12977.5791415037,719.220144994318,64558.1875192,216278.968864,6971.96288424,6005.61625726846
"West Sussex","Female",2009,"Alzheimer's disease and other dementias","B.5.1","543","3","Neurological disorders","542","Number",5906.64747657628,633.905794654352,1353.87660658,8297.55106624,1270.31301151,4636.33446507092
"West Sussex","Female",2009,"Parkinson's disease","B.5.2","544","3","Neurological disorders","542","Number",581.440269278588,44.2623887378798,100.385996951,949.697390325,133.865051938,447.575217340297
"West Sussex","Female",2009,"Epilepsy","B.5.3","545","3","Neurological disorders","542","Number",572.937510888517,5.47846493749273,149.239276995,1843.80898426,415.895539258,157.041971630838
"West Sussex","Female",2009,"Multiple sclerosis","B.5.4","546","3","Neurological disorders","542","Number",499.031250056904,11.2661359861492,17.9180313976,858.989161964,214.162423738,284.868826318532
"West Sussex","Female",2009,"Motor neuron disease","B.5.5","554","3","Neurological disorders","542","Number",298.785686285278,15.6960671645164,15.8092940468,45.7172180416,9.72285165996,289.062834625322
"West Sussex","Female",2009,"Headache disorders","B.5.6","972","3","Neurological disorders","542","Number",4836.72070373719,0,62920.9583132,209963.584527,4836.72070374,0
"West Sussex","Female",2009,"Other neurological disorders","B.5.7","557","3","Neurological disorders","542","Number",282.016244680972,8.61129351392744,0,1.46482524502,91.2833023984,190.732942282563
"West Sussex","Female",2009,"Mental disorders","B.6","558","2","Non-communicable diseases","409","Number",8860.62510573606,0.11248895528662,24651.8218612,61847.2056289,8854.58905893,6.03604680992478
"West Sussex","Female",2009,"Schizophrenia","B.6.1","559","3","Mental disorders","558","Number",706.639673456032,0,39.346303404,1137.36337289,706.639673456,0
"West Sussex","Female",2009,"Other mental disorders","B.6.10","585","3","Mental disorders","558","Number",568.381928190313,0,0,7847.62230424,568.38192819,0
"West Sussex","Female",2009,"Depressive disorders","B.6.2","567","3","Mental disorders","558","Number",3528.79379121962,0,20732.184239,22167.0192336,3528.79379122,0
"West Sussex","Female",2009,"Bipolar disorder","B.6.3","570","3","Mental disorders","558","Number",1001.03289569941,0,316.676607963,5007.20058705,1001.0328957,0
"West Sussex","Female",2009,"Anxiety disorders","B.6.4","571","3","Mental disorders","558","Number",2123.88415678783,0,2367.76967691,22673.0626876,2123.88415679,0
"West Sussex","Female",2009,"Eating disorders","B.6.5","572","3","Mental disorders","558","Number",527.965305731976,0.11248895528662,650.904523592,2499.59285331,521.929258922,6.03604680992478
"West Sussex","Female",2009,"Autism spectrum disorders","B.6.6","575","3","Mental disorders","558","Number",143.386768112707,0,11.9867140289,966.566665235,143.386768113,0
"West Sussex","Female",2009,"Attention-deficit/hyperactivity disorder
","B.6.7","578","3","Mental disorders","558","Number",15.7301209261117,0,61.5335528401,1301.91530647,15.7301209261,0
"West Sussex","Female",2009,"Conduct disorder","B.6.8","579","3","Mental disorders","558","Number",181.079261103119,0,471.420243425,1496.26814496,181.079261103,0
"West Sussex","Female",2009,"Idiopathic developmental intellectual
disability","B.6.9","582","3","Mental disorders","558","Number",63.7312045089436,0,0,1413.34309756,63.7312045089,0
"West Sussex","Female",2009,"Substance use disorders","B.7","973","2","Non-communicable diseases","409","Number",1663.8116269268,12.807148166868,2247.45480277,7739.04079069,1154.59886946,509.212757464441
"West Sussex","Female",2009,"Alcohol use disorders","B.7.1","560","3","Substance use disorders","973","Number",665.222499560686,7.22378682076936,1853.57037028,3981.49511867,391.199135354,274.023364206207
"West Sussex","Female",2009,"Drug use disorders","B.7.2","561","3","Substance use disorders","973","Number",998.58912736611,5.58336134609859,393.884432495,3859.49853436,763.399734108,235.189393258234
"West Sussex","Female",2009,"Diabetes and kidney diseases","B.8","974","2","Non-communicable diseases","409","Number",3000.2183828281,75.706194414997,3242.97586427,61548.4467519,2226.91186611,773.3065167222
"West Sussex","Female",2009,"Diabetes mellitus","B.8.1","587","3","Diabetes and kidney diseases","974","Number",2102.71224424907,35.8932777476121,1197.8291388,26869.9273111,1711.25097352,391.461270730854
"West Sussex","Female",2009,"Chronic kidney disease","B.8.2","589","3","Diabetes and kidney diseases","974","Number",896.229940758578,39.7053440932229,2036.0879538,45641.2820443,515.629833963,380.600106795601
"West Sussex","Female",2009,"Acute glomerulonephritis","B.8.3","588","3","Diabetes and kidney diseases","974","Number",1.27619782045379,0.107572574162068,9.05877166861,0.613617621528,0.0310586247098,1.24513919574395
"West Sussex","Female",2009,"Skin and subcutaneous diseases","B.9","653","2","Non-communicable diseases","409","Number",3727.00726899377,20.4373372641244,295384.088125,152163.441258,3525.8466639,201.160605098263
"West Sussex","Female",2009,"Dermatitis","B.9.1","654","3","Skin and subcutaneous diseases","653","Number",1243.557583639,0,20773.6618199,31138.7136391,1243.55758364,0
"West Sussex","Female",2009,"Urticaria","B.9.10","664","3","Skin and subcutaneous diseases","653","Number",235.942606083467,0,7071.54695481,4028.86640562,235.942606083,0
"West Sussex","Female",2009,"Decubitus ulcer","B.9.11","665","3","Skin and subcutaneous diseases","653","Number",49.9401904340532,2.06642384625737,757.492247127,207.358951063,31.9322730952,18.0079173388827
"West Sussex","Female",2009,"Other skin and subcutaneous diseases","B.9.12","668","3","Skin and subcutaneous diseases","653","Number",331.964936617695,1.29304302023588,60975.2988959,59260.945004,319.398266273,12.5666703446527
"West Sussex","Female",2009,"Psoriasis","B.9.2","655","3","Skin and subcutaneous diseases","653","Number",767.931158973784,0,770.977083473,9080.50481919,767.931158974,0
"West Sussex","Female",2009,"Bacterial skin diseases","B.9.3","980","3","Skin and subcutaneous diseases","653","Number",199.114759894759,17.0778703976311,29222.1599895,1106.84889525,28.52874248,170.586017414728
"West Sussex","Female",2009,"Scabies","B.9.4","658","3","Skin and subcutaneous diseases","653","Number",11.4556947879658,0,1349.69576604,447.350434318,11.455694788,0
"West Sussex","Female",2009,"Fungal skin diseases","B.9.5","659","3","Skin and subcutaneous diseases","653","Number",284.776654761301,0,156906.795735,52505.0928722,284.776654761,0
"West Sussex","Female",2009,"Viral skin diseases","B.9.6","660","3","Skin and subcutaneous diseases","653","Number",207.24300884883,0,3861.93717264,6772.60943173,207.243008849,0
"West Sussex","Female",2009,"Acne vulgaris","B.9.7","661","3","Skin and subcutaneous diseases","653","Number",287.976958517959,0,6806.30847876,13589.8479407,287.976958518,0
"West Sussex","Female",2009,"Alopecia areata","B.9.8","662","3","Skin and subcutaneous diseases","653","Number",52.108670668506,0,2839.41785921,1619.11615573,52.1086706685,0
"West Sussex","Female",2009,"Pruritus","B.9.9","663","3","Skin and subcutaneous diseases","653","Number",54.9950457664522,0,4048.79612251,5253.86889761,54.9950457665,0
"West Sussex","Female",2009,"Injuries","C","687","1","All causes","294","Number",6204.31937794285,98.2335455027329,36744.4253115,111801.153297,4302.59549212,1901.72388581839
"West Sussex","Female",2009,"Transport injuries","C.1","688","2","Injuries","687","Number",1017.88119599868,12.8367454912114,2456.64795546,11896.1039712,613.998715391,403.88248060765
"West Sussex","Female",2009,"Road injuries","C.1.1","689","3","Transport injuries","688","Number",920.949540162423,12.3745649189496,2247.75043868,10408.6525679,534.534718551,386.414821611174
"West Sussex","Female",2009,"Other transport injuries","C.1.2","695","3","Transport injuries","688","Number",96.9316558362551,0.462180572261857,208.897516784,1487.45140336,79.4639968398,17.4676589964761
"West Sussex","Female",2009,"Unintentional injuries","C.2","696","2","Injuries","687","Number",4271.98066228251,66.6046256950987,33439.8744766,88983.4050396,3489.23704564,782.743616640328
"West Sussex","Female",2009,"Falls","C.2.1","697","3","Unintentional injuries","696","Number",2632.94934516467,40.0523063679944,20273.9078168,49450.6456442,2261.7121835,371.237161663241
"West Sussex","Female",2009,"Exposure to forces of nature","C.2.10","729","3","Unintentional injuries","696","Number",0.598223906040837,0.0105705407588193,0.322804608015,6.6163158953,0.201559556368,0.396664349673206
"West Sussex","Female",2009,"Other unintentional injuries","C.2.11","716","3","Unintentional injuries","696","Number",638.178915922555,0.262691610002153,6207.59303382,18975.0296971,631.718240744,6.46067517857062
"West Sussex","Female",2009,"Drowning","C.2.2","698","3","Unintentional injuries","696","Number",42.6430759781837,1.14558080616157,6.8321387399,66.7130047172,3.42346344036,39.2196125378203
"West Sussex","Female",2009,"Fire, heat, and hot substances","C.2.3","699","3","Unintentional injuries","696","Number",188.360257735659,4.29662207207318,369.542781996,5476.20361595,123.432831589,64.9274261461867
"West Sussex","Female",2009,"Poisonings","C.2.4","700","3","Unintentional injuries","696","Number",77.5820017044741,0.56940633722156,348.583883373,554.372263885,58.0463875625,19.5356141419486
"West Sussex","Female",2009,"Exposure to mechanical forces","C.2.5","704","3","Unintentional injuries","696","Number",346.186160298988,2.44846806211406,3557.54580973,11786.8269678,313.058185282,33.1279750172701
"West Sussex","Female",2009,"Adverse effects of medical treatment","C.2.6","708","3","Unintentional injuries","696","Number",109.565013087287,7.94052334081704,1093.52405655,83.6847459038,11.1587849654,98.4062281219336
"West Sussex","Female",2009,"Animal contact","C.2.7","709","3","Unintentional injuries","696","Number",31.9386346382197,0.236597168606162,932.415391414,1041.37618268,23.8709168021,8.06771783607982
"West Sussex","Female",2009,"Foreign body","C.2.8","712","3","Unintentional injuries","696","Number",149.263956268661,6.7973867228134,491.993824792,878.671873843,36.247209647,113.016746621688
"West Sussex","Female",2009,"Environmental heat and cold exposure","C.2.9","842","3","Unintentional injuries","696","Number",54.7150775777715,2.8444726665364,157.612934778,681.004876783,26.3672825519,28.3477950259155
"West Sussex","Female",2009,"Self-harm and interpersonal violence","C.3","717","2","Injuries","687","Number",914.457519661667,18.7921743164227,847.902879436,10996.2222204,199.359731091,715.097788570412
"West Sussex","Female",2009,"Self-harm","C.3.1","718","3","Self-harm and interpersonal violence","717","Number",724.491832527397,16.9762171396392,545.183449632,2038.8855164,89.5932771117,634.89855541566
"West Sussex","Female",2009,"Interpersonal violence","C.3.2","724","3","Self-harm and interpersonal violence","717","Number",164.538035455055,1.34650320190878,232.544323002,8866.73641264,105.925548364,58.6124870907801
"West Sussex","Female",2009,"Conflict and terrorism","C.3.3","945","3","Self-harm and interpersonal violence","717","Number",22.8501307692239,0.428025019356393,63.4854117683,68.7384056655,3.1396572468,19.7104735224257
"West Sussex","Female",2009,"Executions and police conflict","C.3.4","854","3","Self-harm and interpersonal violence","717","Number",2.57752090999176,0.0414289555183763,6.68969503323,21.8618857303,0.701248368446,1.87627254154612
"West Sussex","Female",2009,"All causes","Total","294","0","All causes","294","Number",119410.6497782,4699.69061469357,2224283.81695,399088.565595,64220.7305833,55189.9191948582
"West Sussex","Female",2010,"Communicable, maternal, neonatal, and
nutritional diseases","A","295","1","All causes","294","Number",7028.94536155436,353.038628361045,1530350.16304,160482.900527,3260.2746887,3768.67067284944
"West Sussex","Female",2010,"HIV/AIDS and sexually transmitted
infections","A.1","955","2","Communicable, maternal, neonatal, and nutritional diseases","295","Number",145.179981708358,1.99538628168865,20512.8005281,68522.9031661,76.9284721981,68.2515095102622
"West Sussex","Female",2010,"HIV/AIDS","A.1.1","298","3","HIV/AIDS and sexually transmitted infections","955","Number",65.8192850950154,1.06292303835929,13.1499343123,214.739726853,16.9929191787,48.8263659163063
"West Sussex","Female",2010,"Sexually transmitted infections
excluding HIV","A.1.2","393","3","HIV/AIDS and sexually transmitted infections","955","Number",79.3606966133425,0.932463243329363,20499.6505938,68395.031885,59.9355530194,19.4251435939558
"West Sussex","Female",2010,"Respiratory infections and tuberculosis","A.2","956","2","Communicable, maternal, neonatal, and nutritional diseases","295","Number",3172.04129771506,317.843240156871,1332913.37282,57361.0636256,531.555846317,2640.48545139779
"West Sussex","Female",2010,"Tuberculosis","A.2.1","297","3","Respiratory infections and tuberculosis","956","Number",44.3547595028837,2.33249671603715,42.8178392605,37591.5497424,7.62690491728,36.7278545856051
"West Sussex","Female",2010,"Lower respiratory infections","A.2.2","322","3","Respiratory infections and tuberculosis","956","Number",2610.64224821917,315.392990041495,8305.5511212,175.642794818,10.3368912717,2600.30535694751
"West Sussex","Female",2010,"Upper respiratory infections","A.2.3","328","3","Respiratory infections and tuberculosis","956","Number",443.682761558462,0.092942037018769,1304879.74483,17964.2824707,440.875752048,2.80700951018631
"West Sussex","Female",2010,"Otitis media","A.2.4","329","3","Respiratory infections and tuberculosis","956","Number",73.3615284345395,0.024811362319237,19685.2590287,3880.51691789,72.7162980801,0.645230354489142
"West Sussex","Female",2010,"Enteric infections","A.3","957","2","Communicable, maternal, neonatal, and nutritional diseases","295","Number",396.661392836894,16.3186877326355,150904.646029,2313.28584679,249.482408955,147.178983882357
"West Sussex","Female",2010,"Diarrheal diseases","A.3.1","302","3","Enteric infections","957","Number",387.860049671133,15.9927139181085,150899.628767,2320.43500031,249.458831414,138.401218257133
"West Sussex","Female",2010,"Typhoid and paratyphoid","A.3.2","958","3","Enteric infections","957","Number",0.0340411871982787,0.000946267584050696,1.86726477634,0,0.00729005656815,0.0267511306301336
"West Sussex","Female",2010,"Invasive Non-typhoidal Salmonella (iNTS)
","A.3.3","959","3","Enteric infections","957","Number",8.2630108345303,0.298415874011096,3.14999738105,0.120435752063,0.0160056988163,8.24700513571403
"West Sussex","Female",2010,"Other intestinal infectious diseases","A.3.5","321","3","Enteric infections","957","Number",0.504291144032509,0.0266116729319022,0,0,0.000281785153105,0.504009358879404
"West Sussex","Female",2010,"Neglected tropical diseases and malaria","A.4","344","2","Communicable, maternal, neonatal, and nutritional diseases","295","Number",146.64818369813,0.106044279021595,0.0346766629781,660.58472304,142.124774672,4.52340902577673
"West Sussex","Female",2010,"Malaria","A.4.1","345","3","Neglected tropical diseases and malaria","344","Number",0,0,0,0,0,0
"West Sussex","Female",2010,"Trachoma","A.4.10","356","3","Neglected tropical diseases and malaria","344","Number",0,0,0,0,0,0
"West Sussex","Female",2010,"Dengue","A.4.11","357","3","Neglected tropical diseases and malaria","344","Number",1.88749113288587,0.0418598460400326,0,0,0,1.88749113288587
"West Sussex","Female",2010,"Yellow fever","A.4.12","358","3","Neglected tropical diseases and malaria","344","Number",0,0,0,0,0,0
"West Sussex","Female",2010,"Rabies","A.4.13","359","3","Neglected tropical diseases and malaria","344","Number",1.41715894306135,0.0312468088276751,0.0346766629781,0.00133371780685,0.000177433787313,1.41698150927404
"West Sussex","Female",2010,"Intestinal nematode infections","A.4.14","360","3","Neglected tropical diseases and malaria","344","Number",0.0180270484121921,0.000774798577607711,0,0,0,0.0180270484121921
"West Sussex","Female",2010,"Food-borne trematodiases","A.4.15","364","3","Neglected tropical diseases and malaria","344","Number",0,0,0,0,0,0
"West Sussex","Female",2010,"Leprosy","A.4.16","405","3","Neglected tropical diseases and malaria","344","Number",0.0000545496291089839,0,0,0.000814251883638,0.000054549629109,0
"West Sussex","Female",2010,"Ebola","A.4.17","843","3","Neglected tropical diseases and malaria","344","Number",0,0,0,0,0,0
"West Sussex","Female",2010,"Zika virus","A.4.18","935","3","Neglected tropical diseases and malaria","344","Number",0,0,0,0,0,0
"West Sussex","Female",2010,"Guinea worm disease","A.4.19","936","3","Neglected tropical diseases and malaria","344","Number",0,0,0,0,0,0
"West Sussex","Female",2010,"Chagas disease","A.4.2","346","3","Neglected tropical diseases and malaria","344","Number",0,0,0,0,0,0
"West Sussex","Female",2010,"Other neglected tropical diseases","A.4.20","365","3","Neglected tropical diseases and malaria","344","Number",0.963894100275554,0.0199270016384944,0,0,0.0000229865134952,0.963871113762058
"West Sussex","Female",2010,"Leishmaniasis","A.4.3","347","3","Neglected tropical diseases and malaria","344","Number",0,0,0,0,0,0
"West Sussex","Female",2010,"African trypanosomiasis","A.4.4","350","3","Neglected tropical diseases and malaria","344","Number",0,0,0,0,0,0
"West Sussex","Female",2010,"Schistosomiasis","A.4.5","351","3","Neglected tropical diseases and malaria","344","Number",0,0,0,0,0,0
"West Sussex","Female",2010,"Cysticercosis","A.4.6","352","3","Neglected tropical diseases and malaria","344","Number",142.223739254756,0.00393680229890996,0,664.159364382,142.124519702,0.0992195523322582
"West Sussex","Female",2010,"Cystic echinococcosis","A.4.7","353","3","Neglected tropical diseases and malaria","344","Number",0.137818669110314,0.00829902163887545,0,0,0,0.137818669110314
"West Sussex","Female",2010,"Lymphatic filariasis","A.4.8","354","3","Neglected tropical diseases and malaria","344","Number",0,0,0,0,0,0
"West Sussex","Female",2010,"Onchocerciasis","A.4.9","355","3","Neglected tropical diseases and malaria","344","Number",0,0,0,0,0,0
"West Sussex","Female",2010,"Other infectious diseases","A.5","961","2","Communicable, maternal, neonatal, and nutritional diseases","295","Number",285.398387124393,7.55844174561633,9867.95598628,2601.45531765,97.2747547812,188.12363234316
"West Sussex","Female",2010,"Meningitis","A.5.1","332","3","Other infectious diseases","961","Number",85.332797829331,2.05950846701119,81.347368348,159.907242803,14.6887341774,70.6440636519066
"West Sussex","Female",2010,"Encephalitis","A.5.2","337","3","Other infectious diseases","961","Number",29.6499967924699,0.992365333515184,34.8576695354,83.3943828739,6.42377576417,23.2262210283044
"West Sussex","Female",2010,"Diphtheria","A.5.3","338","3","Other infectious diseases","961","Number",0.0894850296468407,0.00134015113559198,0.00712922814156,0.000536147154239,0.0000403756205518,0.089444654026289
"West Sussex","Female",2010,"Whooping cough","A.5.4","339","3","Other infectious diseases","961","Number",2.25737849804951,0.00361710734048889,285.921519873,39.1673314895,1.9556189346,0.301759563448724
"West Sussex","Female",2010,"Tetanus","A.5.5","340","3","Other infectious diseases","961","Number",0.149437227348098,0.0088808439322375,0.0136114998055,0.00119513771074,0.000107977386488,0.14932924996161
"West Sussex","Female",2010,"Measles","A.5.6","341","3","Other infectious diseases","961","Number",0.979925883809801,0.0132791716406211,2.33057503528,0.0638513708297,0.00588191341235,0.974043970397452
"West Sussex","Female",2010,"Varicella and herpes zoster","A.5.7","342","3","Other infectious diseases","961","Number",31.5639595049773,1.02083690626681,4264.27508654,431.059715032,21.0523114956,10.5116480094067
"West Sussex","Female",2010,"Acute hepatitis","A.5.8","400","3","Other infectious diseases","961","Number",21.7163176601356,0.359257588263668,5199.20302622,440.915134624,11.7203993233,9.99591833687811
"West Sussex","Female",2010,"Other unspecified infectious diseases","A.5.9","408","3","Other infectious diseases","961","Number",113.659088698625,3.09935617651052,0,1791.00479969,41.4278848198,72.2312038788297
